Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Гармония Бессмертия,Тип Вектора Мощи
1.138,1.54332,788.275,143.68859399356316,6748.85,8.843,8.843,462.434,1.117,5.946,0.0,0.081,0.95,0.997,Слабый
2.088,3.08664,4799.006,140.83498066655244,6865.305,22.463,22.463,567.384,1.257,6.739,23.074,0.221,0.95,0.997,Слабый
3.144,4.6299600000000005,8381.496,145.22221480729058,7168.893,60.375,60.375,588.073,1.386,7.415,12.344,0.244,0.95,0.997,Ниже среднего
4.161,6.17328,14726.301,162.05162193281598,7837.273,113.807,113.807,642.091,1.653,8.81,17.181,0.34,0.95,0.997,Ниже среднего
5.14,7.7166,21640.086,201.51777492378267,8514.932,175.334,175.334,710.065,2.072,10.948,25.147,0.498,0.95,0.997,Выше среднего
6.175,9.25992,29798.5,241.6106756491405,8851.106,246.339,246.339,776.229,2.494,13.056,34.181,0.677,0.95,0.997,Выше среднего
7.148,10.80324,38974.378,280.44725347232776,9143.514,332.038,332.038,832.209,2.95,15.306,44.112,0.873,0.95,0.997,Сильный
8.206,12.34656,50994.939,323.3295743148079,9326.567,438.063,438.063,929.639,3.557,18.168,60.335,1.194,0.95,0.997,Сильный
9.3,13.88988,72782.59,372.87992556453247,9795.105,645.236,645.236,1096.477,4.471,22.218,90.263,1.787,0.95,0.997,Сильный
1.138,1.54332,873.883,144.01511019002626,6753.494,9.022,9.022,464.27,1.121,5.962,0.0,0.083,0.95,0.998,Слабый
2.088,3.08664,4768.734,140.82733612442868,6867.851,22.448,22.448,565.916,1.256,6.727,23.05,0.219,0.95,0.998,Слабый
3.144,4.6299600000000005,8381.606,145.2223195270457,7171.496,60.384,60.384,587.277,1.386,7.407,12.311,0.244,0.95,0.998,Ниже среднего
4.161,6.17328,14726.397,162.05172665257112,7839.322,113.817,113.817,641.234,1.653,8.801,17.139,0.339,0.95,0.998,Ниже среднего
5.14,7.7166,21640.308,201.51787964353773,8515.852,175.337,175.337,709.12,2.072,10.937,25.093,0.497,0.95,0.998,Выше среднего
6.175,9.25992,29798.543,241.61025677012,8852.133,246.397,246.397,775.165,2.493,13.043,34.111,0.675,0.95,0.998,Выше среднего
7.148,10.80324,38974.113,280.44725347232776,9144.018,331.994,331.994,831.211,2.949,15.289,44.033,0.872,0.95,0.998,Сильный
8.206,12.34656,50994.777,323.3289459962772,9326.963,438.052,438.052,928.632,3.556,18.148,60.241,1.193,0.95,0.998,Сильный
9.3,13.88988,72781.391,372.8777264496749,9795.778,644.884,644.884,1095.609,4.47,22.192,90.159,1.785,0.95,0.998,Сильный
1.138,1.54332,937.006,144.24392285496273,6757.565,9.148,9.148,465.47,1.124,5.971,0.0,0.085,0.95,0.999,Слабый
2.088,3.08664,4436.213,140.8151886328348,6870.266,22.42,22.42,556.211,1.245,6.662,22.745,0.207,0.95,0.999,Слабый
3.144,4.6299600000000005,8381.677,145.2224242468008,7174.097,60.379,60.379,586.483,1.386,7.4,12.277,0.243,0.95,0.999,Ниже среднего
4.161,,14726.556,162.05172665257112,7841.379,113.824,113.824,640.381,1.653,8.792,17.098,0.338,0.95,0.999,Ниже среднего
5.14,7.7166,21640.355,201.51819380280315,8516.768,175.338,175.338,708.176,2.072,10.926,25.038,0.496,0.95,0.999,Выше среднего
6.175,9.25992,29798.58,241.6099426108546,8853.161,246.394,246.394,774.103,2.493,13.029,34.042,0.674,0.95,0.999,Выше среднего
7.148,10.80324,38973.845,280.44735819208285,9144.522,332.117,332.117,830.215,2.949,15.273,43.955,0.87,0.95,0.999,Сильный
8.206,12.34656,50994.64,323.32852711725667,9327.36,438.1,438.1,927.629,3.555,18.128,60.147,1.191,0.95,0.999,Сильный
9.3,13.88988,72779.536,372.876888691634,9796.44,645.18,645.18,1094.742,4.468,22.165,90.054,1.783,0.95,0.999,Сильный
1.138,1.54332,1105.362,144.90878858021745,6764.426,9.515,9.515,469.752,1.131,6.004,0.0,0.09,0.95,1.0,Слабый
2.088,3.08664,4178.563,140.84471960377857,6872.994,22.462,22.462,548.093,1.237,6.608,22.353,0.197,0.95,1.0,Слабый
3.144,,8381.818,145.2224242468008,7176.703,60.388,60.388,585.691,1.386,7.393,12.244,0.242,0.95,1.0,Ниже среднего
4.161,6.17328,14726.603,162.05183137232623,7843.427,113.824,113.824,639.528,1.652,8.784,17.057,0.338,0.95,1.0,Ниже среднего
5.14,7.7166,21640.79,201.51819380280315,8517.695,175.34,175.34,707.237,2.071,10.915,24.984,0.495,0.95,1.0,Выше среднего
6.175,9.25992,29798.727,241.60983789109952,8854.195,246.336,246.336,773.045,2.492,13.016,33.972,0.673,0.95,1.0,Выше среднего
7.148,10.80324,38973.613,280.44725347232776,9145.026,332.071,332.071,829.222,2.948,15.257,43.877,0.869,0.95,1.0,Сильный
8.206,12.34656,50994.522,323.3282129579913,9327.756,437.951,437.951,926.629,3.554,18.108,60.053,1.189,0.95,1.0,Сильный
9.3,,72777.956,372.8759462138379,9797.103,645.03,645.03,1093.878,4.467,22.139,89.951,1.781,0.95,1.0,Сильный
1.138,1.54332,395.648,139.44095128639952,6663.587,6.59,6.59,477.697,1.099,5.976,17.188,0.105,0.951,0.975,Слабый
2.088,3.08664,6956.385,143.99280488218577,6825.495,27.996,27.996,635.18,1.331,7.281,11.308,0.287,0.951,0.975,Слабый
3.144,4.6299600000000005,8379.108,145.220853450474,7109.493,60.352,60.352,605.531,1.389,7.575,13.069,0.259,0.951,0.975,Ниже среднего
4.161,6.17328,14724.427,162.0500511364892,7790.315,113.781,113.781,660.998,1.658,9.008,18.09,0.358,0.951,0.975,Ниже среднего
5.14,7.7166,21636.234,201.51348141382272,8493.801,175.293,175.293,730.948,2.079,11.198,26.349,0.522,0.951,0.975,Выше среднего
6.175,9.25992,29792.435,241.63193375942973,8827.26,246.221,246.221,799.895,2.502,13.358,35.734,0.707,0.951,0.975,Выше среднего
7.148,10.80324,38982.867,280.44851010938913,9131.922,332.176,332.176,854.058,2.964,15.682,45.845,0.908,0.951,0.975,Сильный
8.206,12.34656,50996.612,323.32800351848107,9317.941,438.131,438.131,951.441,3.577,18.636,62.4,1.235,0.951,0.975,Сильный
9.3,13.88988,72762.165,372.84442556754686,9777.322,645.048,645.048,1114.609,4.499,22.818,92.476,1.831,0.951,0.975,Сильный
1.138,1.54332,414.47,142.11434191484932,6682.857,8.013,8.013,464.304,1.101,5.972,2.849,0.079,0.951,0.976,Слабый
2.088,3.08664,6913.449,143.1770379898036,6823.199,26.553,26.553,635.344,1.327,7.257,15.178,0.29,0.951,0.976,Слабый
3.144,4.6299600000000005,8379.189,145.220853450474,7112.077,60.352,60.352,604.699,1.389,7.567,13.035,0.258,0.951,0.976,Ниже среднего
4.161,6.17328,14724.443,162.0501558562443,7792.318,113.786,113.786,660.094,1.658,8.999,18.047,0.357,0.951,0.976,Ниже среднего
5.14,7.7166,21636.269,201.513690853333,8494.711,175.296,175.296,729.948,2.078,11.187,26.292,0.52,0.951,0.976,Выше среднего
6.175,9.25992,29792.785,241.6307818421234,8828.299,246.215,246.215,798.759,2.501,13.344,35.661,0.706,0.951,0.976,Выше среднего
7.148,10.80324,38982.43,280.44840538963405,9132.423,332.208,332.208,853.012,2.963,15.665,45.763,0.906,0.951,0.976,Сильный
8.206,12.34656,50997.075,323.3302026333386,9318.315,437.997,437.997,950.392,3.576,18.614,62.303,1.233,0.951,0.976,Сильный
9.3,13.88988,72763.29,372.844530287302,9778.122,644.723,644.723,1113.705,4.498,22.79,92.369,1.828,0.951,0.976,Сильный
1.138,1.54332,658.336,143.22971202662882,6692.756,8.615,8.615,470.405,1.112,6.027,0.0,0.085,0.951,0.977,Слабый
2.088,3.08664,6839.849,142.8354421486033,6823.76,25.963,25.963,633.426,1.324,7.235,16.914,0.289,0.951,0.977,Слабый
3.144,4.6299600000000005,8379.31,145.22095817022915,7114.664,60.355,60.355,603.868,1.389,7.56,13.0,0.257,0.951,0.977,Ниже среднего
4.161,6.17328,14724.495,162.0502605759994,7794.325,113.8,113.8,659.192,1.657,8.99,18.004,0.356,0.951,0.977,Ниже среднего
5.14,7.7166,21636.533,201.5137955730881,8495.627,175.286,175.286,728.951,2.078,11.175,26.235,0.519,0.951,0.977,Выше среднего
6.175,,29793.015,241.62879216677612,8829.331,246.254,246.254,797.627,2.501,13.33,35.587,0.705,0.951,0.977,Выше среднего
7.148,10.80324,38982.016,280.44851010938913,9132.924,332.139,332.139,851.969,2.963,15.647,45.682,0.904,0.951,0.977,Сильный
8.206,12.34656,50997.444,323.33208758893085,9318.686,438.082,438.082,949.346,3.575,18.593,62.206,1.231,0.951,0.977,Сильный
9.3,13.88988,72763.629,372.845368045343,9778.908,644.805,644.805,1112.799,4.496,22.763,92.261,1.826,0.951,0.977,Сильный
1.138,1.54332,1364.152,145.79733570240776,6712.343,10.058,10.058,490.886,1.143,6.189,0.0,0.108,0.951,0.978,Слабый
2.088,,6812.263,142.79240232924911,6826.029,25.886,25.886,631.86,1.323,7.222,16.83,0.288,0.951,0.978,Слабый
3.144,,8379.408,145.22095817022915,7117.25,60.352,60.352,603.039,1.389,7.552,12.966,0.257,0.951,0.978,Ниже среднего
4.161,6.17328,14724.507,162.0502605759994,7796.331,113.79,113.79,658.293,1.657,8.981,17.961,0.356,0.951,0.978,Ниже среднего
5.14,7.7166,21636.731,201.5139002928432,8496.542,175.314,175.314,727.957,2.078,11.164,26.179,0.518,0.951,0.978,Выше среднего
6.175,9.25992,29793.409,241.62805912849035,8830.372,246.305,246.305,796.499,2.501,13.317,35.514,0.703,0.951,0.978,Выше среднего
7.148,10.80324,38981.591,280.4487195488994,9133.424,332.071,332.071,850.929,2.962,15.63,45.6,0.903,0.951,0.978,Сильный
8.206,12.34656,50997.647,323.33386782476776,9319.055,438.036,438.036,948.302,3.574,18.571,62.108,1.23,0.951,0.978,Сильный
9.3,13.88988,72764.89,372.8450538860776,9779.7,645.036,645.036,1111.9,4.495,22.735,92.155,1.824,0.951,0.978,Сильный
1.138,,1546.392,146.2839684044488,6718.145,10.331,10.331,495.846,1.151,6.228,0.0,0.114,0.951,0.979,Слабый
2.088,3.08664,6804.329,142.750304987691,6828.3,25.813,25.813,630.888,1.323,7.214,17.081,0.287,0.951,0.979,Слабый
3.144,4.6299600000000005,8379.536,145.22106288998427,7119.839,60.356,60.356,602.213,1.389,7.545,12.932,0.256,0.951,0.979,Ниже среднего
4.161,6.17328,14724.667,162.05036529575457,7798.351,113.8,113.8,657.396,1.657,8.972,17.918,0.355,0.951,0.979,Ниже среднего
5.14,7.7166,21636.912,201.51410973235343,8497.456,175.289,175.289,726.965,2.078,11.152,26.122,0.517,0.951,0.979,Выше среднего
6.175,9.25992,29793.734,241.62690721118403,8831.41,246.233,246.233,795.373,2.5,13.303,35.441,0.702,0.951,0.979,Выше среднего
7.148,10.80324,38981.209,280.4488242686545,9133.925,332.094,332.094,849.892,2.962,15.613,45.518,0.901,0.951,0.979,Сильный
8.206,12.34656,50997.835,323.334915022319,9319.421,438.133,438.133,947.261,3.573,18.55,62.011,1.228,0.951,0.979,Сильный
9.3,13.88988,72766.064,372.8451586058328,9780.488,644.737,644.737,1111.004,4.494,22.708,92.049,1.822,0.951,0.979,Сильный
1.138,1.54332,2040.263,147.35682229564972,6727.948,10.958,10.958,510.381,1.171,6.334,0.0,0.13,0.951,0.98,Слабый
2.088,3.08664,6683.832,142.4589746289481,6829.144,25.3,25.3,627.573,1.318,7.185,18.426,0.284,0.951,0.98,Слабый
3.144,,8379.651,145.22116760973938,7122.428,60.362,60.362,601.387,1.388,7.538,12.898,0.255,0.951,0.98,Ниже среднего
4.161,6.17328,14724.717,162.0504700155097,7800.364,113.797,113.797,656.501,1.657,8.963,17.876,0.354,0.951,0.98,Ниже среднего
5.14,7.7166,21637.04,201.5144238916188,8498.369,175.297,175.297,725.975,2.077,11.141,26.066,0.516,0.951,0.98,Выше среднего
6.175,9.25992,29794.061,241.62554585436743,8832.446,246.271,246.271,794.252,2.5,13.289,35.368,0.7,0.951,0.98,Выше среднего
7.148,10.80324,38980.834,280.4487195488994,9134.425,332.198,332.198,848.858,2.961,15.596,45.437,0.9,0.951,0.98,Сильный
8.206,12.34656,50997.927,323.3358575001151,9319.786,437.991,437.991,946.223,3.573,18.529,61.914,1.226,0.951,0.98,Сильный
9.3,,72767.009,372.8451586058328,9781.268,644.792,644.792,1110.108,4.493,22.681,91.943,1.82,0.951,0.98,Сильный
1.138,1.54332,2518.319,148.00776029347352,6734.988,11.336,11.336,524.483,1.19,6.434,0.0,0.147,0.951,0.981,Слабый
2.088,3.08664,6700.668,142.50222388781256,6831.941,25.381,25.381,627.019,1.319,7.18,18.085,0.284,0.951,0.981,Слабый
3.144,4.6299600000000005,8379.719,145.22116760973938,7125.014,60.359,60.359,600.563,1.388,7.53,12.864,0.255,0.951,0.981,Ниже среднего
4.161,6.17328,14724.791,162.0504700155097,7802.381,113.781,113.781,655.609,1.656,8.953,17.833,0.353,0.951,0.981,Ниже среднего
5.14,7.7166,21637.365,201.51452861137392,8499.287,175.303,175.303,724.989,2.077,11.129,26.009,0.515,0.951,0.981,Выше среднего
6.175,9.25992,29794.352,241.62418449755089,8833.481,246.263,246.263,793.133,2.5,13.275,35.295,0.699,0.951,0.981,Выше среднего
7.148,10.80324,38980.444,280.44892898840965,9134.925,332.128,332.128,847.826,2.96,15.579,45.356,0.898,0.951,0.981,Сильный
8.206,12.34656,50998.006,323.33617165938045,9320.149,438.004,438.004,945.188,3.572,18.507,61.818,1.224,0.951,0.981,Сильный
9.3,13.88988,72768.023,372.8455774848532,9782.046,644.998,644.998,1109.216,4.492,22.653,91.838,1.818,0.951,0.981,Сильный
1.138,1.54332,3357.235,148.60403457912489,6741.94,11.699,11.699,549.554,1.222,6.608,0.0,0.176,0.951,0.982,Слабый
2.088,3.08664,6614.398,142.31697464100586,6833.445,25.05,25.05,624.338,1.316,7.157,18.896,0.282,0.951,0.982,Слабый
3.144,4.6299600000000005,8379.81,145.22127232949452,7127.603,60.366,60.366,599.741,1.388,7.523,12.83,0.254,0.951,0.982,Ниже среднего
4.161,6.17328,14724.842,162.0505747352648,7804.397,113.786,113.786,654.718,1.656,8.944,17.791,0.352,0.951,0.982,Ниже среднего
5.14,7.7166,21637.529,201.51473805088412,8500.202,175.307,175.307,724.004,2.077,11.118,25.953,0.514,0.951,0.982,Выше среднего
6.175,9.25992,29794.604,241.6228231407344,8834.514,246.306,246.306,792.018,2.499,13.261,35.222,0.697,0.951,0.982,Выше среднего
7.148,,38980.093,280.44892898840965,9135.424,332.071,332.071,846.798,2.96,15.561,45.276,0.896,0.951,0.982,Сильный
8.206,12.34656,50997.937,323.3362763791356,9320.51,438.131,438.131,944.156,3.571,18.486,61.721,1.222,0.951,0.982,Сильный
9.3,13.88988,72767.558,372.84704356142487,9782.8,645.058,645.058,1108.319,4.49,22.626,91.731,1.816,0.951,0.982,Сильный
1.138,1.54332,4535.968,148.24872045000387,6743.035,11.509,11.509,584.463,1.261,6.818,0.0,0.217,0.951,0.983,Слабый
2.088,3.08664,6425.61,142.012554312873,6834.177,24.517,24.517,619.287,1.31,7.117,20.189,0.276,0.951,0.983,Слабый
3.144,,8379.96,145.22127232949452,7130.196,60.356,60.356,598.922,1.388,7.516,12.796,0.253,0.951,0.983,Ниже среднего
4.161,6.17328,14724.926,162.0505747352648,7806.418,113.79,113.79,653.83,1.656,8.935,17.748,0.351,0.951,0.983,Ниже среднего
5.14,7.7166,21637.699,201.5149474903944,8501.116,175.294,175.294,723.022,2.076,11.106,25.897,0.513,0.951,0.983,Выше среднего
6.175,9.25992,29795.017,241.6221948222036,8835.555,246.325,246.325,790.907,2.499,13.248,35.15,0.696,0.951,0.983,Выше среднего
7.148,10.80324,38979.684,280.4490337081648,9135.923,332.108,332.108,845.771,2.959,15.544,45.195,0.895,0.951,0.983,Сильный
8.206,12.34656,50997.862,323.3359622198702,9320.868,438.038,438.038,943.126,3.57,18.465,61.625,1.22,0.951,0.983,Сильный
9.3,13.88988,72769.398,372.8462058033839,9783.579,644.79,644.79,1107.436,4.489,22.599,91.627,1.814,0.951,0.983,Сильный
1.138,,4877.17,148.00493286008532,6744.217,11.369,11.369,593.465,1.271,6.878,0.0,0.229,0.951,0.984,Слабый
2.088,3.08664,6349.026,141.87987438313638,6835.934,24.297,24.297,616.71,1.307,7.095,20.555,0.274,0.951,0.984,Слабый
3.144,4.6299600000000005,8380.049,145.2213770492496,7132.786,60.363,60.363,598.103,1.388,7.508,12.762,0.253,0.951,0.984,Ниже среднего
4.161,6.17328,14725.042,162.0506794550199,7808.443,113.79,113.79,652.945,1.656,8.926,17.706,0.35,0.951,0.984,Ниже среднего
5.14,7.7166,21637.674,201.51515692990463,8502.026,175.325,175.325,722.041,2.076,11.095,25.841,0.512,0.951,0.984,Выше среднего
6.175,9.25992,29795.179,241.62030986661148,8836.581,246.282,246.282,789.799,2.499,13.234,35.077,0.694,0.951,0.984,Выше среднего
7.148,10.80324,38979.092,280.4481959501238,9136.432,332.044,332.044,844.736,2.959,15.527,45.114,0.893,0.951,0.984,Сильный
8.206,12.34656,50997.726,323.3358575001151,9321.227,438.122,438.122,942.099,3.569,18.443,61.528,1.218,0.951,0.984,Сильный
9.3,13.88988,72770.122,372.8463105231391,9784.34,645.067,645.067,1106.549,4.488,22.572,91.521,1.812,0.951,0.984,Сильный
1.138,1.54332,5549.954,147.3241497320524,6742.998,10.98,10.98,612.011,1.291,6.99,0.0,0.251,0.951,0.985,Слабый
2.088,3.08664,6230.81,141.7061443093929,6837.495,23.992,23.992,613.15,1.303,7.067,21.191,0.271,0.951,0.985,Слабый
3.144,4.6299600000000005,8380.117,145.22148176900473,7135.375,60.362,60.362,597.286,1.388,7.501,12.729,0.252,0.951,0.985,Ниже среднего
4.161,6.17328,14725.118,162.050784174775,7810.467,113.791,113.791,652.061,1.656,8.917,17.663,0.35,0.951,0.985,Ниже среднего
5.14,7.7166,21637.858,201.5153663694149,8502.941,175.319,175.319,721.064,2.076,11.084,25.785,0.51,0.951,0.985,Выше среднего
6.175,,29795.487,241.61947210857048,8837.617,246.269,246.269,788.695,2.498,13.22,35.005,0.693,0.951,0.985,Выше среднего
7.148,10.80324,38978.678,280.44777707110336,9136.941,332.132,332.132,843.703,2.958,15.51,45.033,0.892,0.951,0.985,Сильный
8.206,12.34656,50997.624,323.3355433408497,9321.584,438.025,438.025,941.075,3.568,18.422,61.433,1.216,0.951,0.985,Сильный
9.3,13.88988,72770.67,372.8469388416697,9785.095,645.064,645.064,1105.665,4.487,22.544,91.416,1.81,0.951,0.985,Сильный
1.138,1.54332,6851.723,145.32578264510394,6734.169,9.843,9.843,649.152,1.325,7.183,0.0,0.297,0.951,0.986,Слабый
2.088,3.08664,6049.323,141.50780509319625,6838.892,23.644,23.644,607.996,1.297,7.028,21.871,0.265,0.951,0.986,Слабый
3.144,,8380.271,145.22148176900473,7137.971,60.372,60.372,596.471,1.388,7.494,12.695,0.251,0.951,0.986,Ниже среднего
4.161,,14725.179,162.05088889453015,7812.492,113.796,113.796,651.179,1.655,8.908,17.621,0.349,0.951,0.986,Ниже среднего
5.14,7.7166,21638.167,201.51547108917,8503.86,175.296,175.296,720.091,2.076,11.072,25.729,0.509,0.951,0.986,Выше среднего
6.175,9.25992,29795.892,241.61894850979493,8838.657,246.298,246.298,787.593,2.498,13.207,34.933,0.692,0.951,0.986,Выше среднего
7.148,10.80324,38978.202,280.44788179085845,9137.448,332.037,332.037,842.672,2.957,15.493,44.952,0.89,0.951,0.986,Сильный
8.206,12.34656,50997.52,323.3353339013395,9321.941,438.139,438.139,940.055,3.567,18.401,61.337,1.214,0.951,0.986,Сильный
9.3,13.88988,72772.093,372.8466246824044,9785.857,644.768,644.768,1104.787,4.485,22.518,91.312,1.808,0.951,0.986,Сильный
1.138,1.54332,7450.7,142.72810439960566,6721.416,8.398,8.398,671.546,1.334,7.245,11.593,0.333,0.951,0.987,Слабый
2.088,3.08664,5978.152,141.44130804869525,6841.009,23.528,23.528,605.424,1.295,7.008,22.01,0.263,0.951,0.987,Слабый
